id,name,elevation_m,distance_to_coastline_m,cii_max
118005727,,9.0,113.8346435435408,0.0
118005754,,9.0,119.60560783427044,0.0
118005755,,9.0,114.01676415343304,0.0
480678167,,10.0,172.2657120491788,0.0
564650132,,10.0,136.05887474543684,0.0
564650135,,10.0,65.45937359711768,0.0
738465460,,10.0,173.56258513051392,0.0
776942616,,10.0,34.14014202140327,0.0
118005722,,9.0,95.65928001149592,0.0
118005728,,9.0,74.77951582214577,0.0
118005742,,9.0,89.34345148424259,0.0
118005746,,9.0,71.26681321755359,0.0
118005749,,9.0,107.05688937334132,0.0
118005752,,9.0,96.19745882846776,0.0
118005759,,9.0,32.357126369828855,0.0
118005765,,9.0,71.99802192099399,0.0
118005767,,9.0,97.24045329227948,0.0
118005768,,10.0,48.31540339798748,0.0
522192868,,9.0,42.2171965712916,0.0
522192869,,9.0,107.05688937334132,0.0
1055733594,,9.0,88.02474780313942,0.0
1055733595,,9.0,104.31223362712902,0.0
423481112,Rickenbacker Causeway,8.0,38.931810175158816,0.0
11106958,,8.0,80.05674396834331,0.0
11112919,,8.0,146.61951561570578,0.0
85470193,Rickenbacker Causeway,7.0,83.30903073789113,0.0
117933923,,7.0,26.30541569737064,0.0
117933926,,8.0,155.47637730095087,0.0
117933933,,7.0,71.72612771129522,0.0
117933936,,7.0,39.08494151676516,0.0
117933937,,8.0,22.570703252571818,0.0
117933953,,0.0,39.496692632369424,0.0
117933965,,8.0,31.75704133724491,0.0
117934653,,8.0,16.6437906125632,0.0
117934654,,8.0,64.27186223521416,0.0
117934655,,8.0,67.55580515514717,0.0
117934656,,8.0,23.05726935853617,0.0
117934822,,8.0,105.27278148179794,0.0
117934823,,8.0,105.27278148179794,0.0
117934824,,9.0,27.66685913007623,0.0
117934825,,9.0,63.19373933692555,0.0
117934827,,8.0,34.53360567984975,0.0
117934828,,8.0,100.4228414304694,0.0
117934829,,9.0,38.09529933777212,0.0
117934830,,8.0,132.980997207249,0.0
117934831,,8.0,81.66708780914321,0.0
117934832,,9.0,114.43197034879267,0.0
118004083,,8.0,203.51537626132455,0.0
118004084,,8.0,175.84999612971822,0.0
118004085,,9.0,115.16425607762784,0.0
118004087,,8.0,148.69887492216816,0.0
118005717,,9.0,108.58703143363049,0.0
118005718,,9.0,170.25255481761704,0.0
118005719,,9.0,70.81069025955593,0.0
118005720,,9.0,133.88757244274342,0.0
118005721,,9.0,114.34015384355872,0.0
118005723,,9.0,154.88844126198802,0.0
118005724,,9.0,102.72775672076304,0.0
118005726,,9.0,139.21974977845517,0.0
118005731,,9.0,87.01147282659295,0.0
118005739,,9.0,102.72775672076304,0.0
118005740,,9.0,67.38928573081935,0.0
118005747,,9.0,100.57257178078255,0.0
118005751,,9.0,90.56645320173295,0.0
118005756,,9.0,163.4795451733095,0.0
118005758,,9.0,114.35919714008637,0.0
118005762,,9.0,151.17258798334456,0.0
118005769,,9.0,157.6485754981176,0.0
118010758,Arthur Lamb Junior Road,8.0,94.25396432044536,0.0
423480234,,9.0,142.38891695490358,0.0
458055281,Rickenbacker Causeway,7.0,83.04460704429046,0.0
523036717,,9.0,142.19389014346376,0.0
523036718,,8.0,124.96361623974244,0.0
523036719,Arthur Lamb Jr Road,8.0,128.59334898005932,0.0
523036720,Arthur Lamb Jr Road,8.0,172.0043957904895,0.0
523036721,,7.0,50.22188383835203,0.0
523036723,,7.0,104.35469433780122,0.0
523036729,Rickenbacker Trail,7.0,134.84174248560214,0.0
523036730,Arthur Lamb Jr Road,8.0,152.29308927329404,0.0
523036731,,8.0,136.14258190675145,0.0
523036732,,8.0,188.40740655491575,0.0
564726449,,9.0,17.32252404730707,0.0
564726450,,9.0,33.18622852616313,0.0
564726453,,9.0,29.892042714823937,0.0
564726454,,8.0,75.56579982882396,0.0
564726455,,8.0,22.64334848507224,0.0
564726456,,7.0,42.94176646939717,0.0
564738314,,9.0,151.46280936758794,0.0
758621096,Rickenbacker Trail,8.0,140.70444443153983,0.0
758621097,,8.0,134.80679193358628,0.0
758621098,Rickenbacker Trail,8.0,129.0739840652253,0.0
758621099,,8.0,128.0281876643344,0.0
758621100,Rickenbacker Trail,8.0,128.38510014512417,0.0
758621101,,8.0,129.3059443644605,0.0
758621103,Rickenbacker Trail,9.0,121.90010958203224,0.0
758621104,,9.0,142.19389014346376,0.0
758621105,,9.0,142.38891695490358,0.0
758621106,Rickenbacker Trail,9.0,142.1838549115754,0.0
758621107,,7.0,83.04460704429046,0.0
758621108,Rickenbacker Trail,7.0,63.642979385643386,0.0
758621109,,7.0,108.76902352278158,0.0
758621110,,7.0,104.09395940610182,0.0
758621118,,7.0,63.642979385643386,0.0
758621119,,7.0,63.87834518928147,0.0
766590691,,-1.0,16.060719553275565,0.9688782367176125
802763718,,9.0,216.98676075128205,0.0
1034061668,,8.0,183.14431667569625,0.0
1055746137,,9.0,92.7750973543751,0.0
1055746138,,9.0,142.60995121587314,0.0
1055746139,,9.0,126.14996561820246,0.0
1280566835,Rickenbacker Causeway,8.0,110.1783702053125,0.0
1280566836,Rickenbacker Causeway,8.0,157.75502160764665,0.0
1280566837,Rickenbacker Causeway,7.0,105.02187221445185,0.0
1306068705,Rickenbacker Causeway,8.0,124.10854877617676,0.0
1306068706,Rickenbacker Causeway,8.0,166.26820557461272,0.0
1306068707,,8.0,157.75502160764665,0.0
1306289692,Rickenbacker Causeway,8.0,94.25396432044536,0.0
1357107742,,7.0,39.95361257569702,0.0
1357107743,,0.0,66.39176029414321,0.0
1357107744,,8.0,80.05674396834331,0.0
1357107745,,8.0,164.57669745612242,0.0
1357107746,,8.0,188.40740655491575,0.0
1357107747,,8.0,131.93376030962642,0.0
1357107748,,8.0,146.61951561570578,0.0
1358620053,,7.0,109.67607418627532,0.0
1387114448,,7.0,31.98444168860428,0.0
1387114449,,7.0,25.42945816833036,0.0
1387114450,,7.0,33.224798855109896,0.0
1387114451,,7.0,36.74041191167228,0.0
1387114452,,7.0,40.0767033688073,0.0
1387114454,,7.0,29.63113674045871,0.0
1387114455,,7.0,25.19553782899151,0.0
1387114456,,7.0,13.828444026115898,0.0
1387114486,,7.0,110.57654733579548,0.0
1387114490,,7.0,143.74053433530318,0.0
1387114491,,9.0,156.92756660835124,0.0
11112918,,7.0,104.09395940610182,0.0
117933928,,9.0,121.3610920267634,0.0
117933946,,9.0,73.77043313429577,0.0
117933963,,7.0,11.24402423950391,0.0
117934826,,9.0,89.96710524250173,0.0
118004046,,8.0,233.2169164065089,0.0
118004055,,8.0,218.5640687051421,0.0
118004062,,8.0,182.66118601384417,0.0
118004072,,8.0,265.44107989285305,0.0
118004081,,8.0,216.85366535481475,0.0
118010755,,15.0,22.655769020610244,0.0
134407952,Rickenbacker Causeway,8.0,183.14431667569625,0.0
135234457,,8.0,251.45142808383784,0.0
336294656,,8.0,3.073040957951114,0.0
423480233,Rickenbacker Causeway,0.0,46.87184224881884,0.0
475910993,Vero Street,8.0,104.13403945724386,0.0
523036733,,9.0,215.89184461426223,0.0
564738313,,7.0,134.48892227572105,0.0
564741498,,2.0,17.29100084036541,0.0
617983459,Arthur Lamb Jr Road,9.0,173.57909956773412,0.0
758621095,Rickenbacker Trail,8.0,194.88458125369735,0.0
758621102,Rickenbacker Trail,7.0,31.04828997800727,0.0
758621111,,7.0,87.22266255285857,0.0
758621113,,7.0,83.3206396614694,0.0
1086645190,Rickenbacker Causeway,8.0,188.01911871148917,0.0
1177758991,,7.0,86.51661530455686,0.0
1177758992,,7.0,86.51661530455686,0.0
1358620052,Rickenbacker Causeway,7.0,75.62760839746123,0.0
11114213,,0.0,79.77778283137532,0.0
117933931,,8.0,29.45123262711298,0.0
117933935,,0.0,8.045448926112824,0.0
117933950,,8.0,37.37319693498577,0.0
117933962,,8.0,0.0,0.0
170174868,,8.0,47.360980190151416,0.0
336294657,,8.0,4.845383778455855,0.0
423481111,Rickenbacker Causeway,8.0,38.14891874608171,0.0
423481113,,8.0,59.675458334914666,0.0
475910987,,0.0,88.3791466158308,0.0
475910989,,8.0,28.225056474124656,0.0
475910994,Rickenbacker Causeway,8.0,45.90112806833174,0.0
475910995,Rickenbacker Causeway,0.0,46.67293139668947,0.0
475910996,Rickenbacker Causeway,0.0,30.903078191980644,0.0
475910997,,0.0,16.67975858584371,0.0
475910998,,0.0,13.328042784531082,0.0
475910999,,0.0,27.80830383419962,0.0
475911000,,0.0,25.42382257870316,0.0
475911005,,0.0,34.21494757968454,0.0
522192871,,8.0,7.872926268287417,0.0
588333773,Mast Academy Drive,8.0,81.57734480459027,0.0
588333774,Mast Academy Drive,8.0,106.77166895595929,0.0
758621077,Rickenbacker Trail,0.0,12.123023492848702,0.0
758621078,Rickenbacker Trail,0.0,27.80830383419962,0.0
758621114,,8.0,97.85131415079434,0.0
758621115,,8.0,96.78142304909478,0.0
758621116,,8.0,96.33112067903934,0.0
758621117,,8.0,69.36765675815447,0.0
776192795,,8.0,32.95398276818997,0.0
808593117,,0.0,20.398689479648883,0.0
1177758994,,9.0,123.91089501294432,0.0
1177758996,,8.0,104.90717452500635,0.0
1177758997,,0.0,29.354850950391967,0.0
1177758998,,0.0,42.635081785200704,0.0
1177758999,,8.0,35.10173870733179,0.0
1177759000,,9.0,34.214670327175085,0.0
1177759001,,9.0,33.169031408492565,0.0
1177759002,,9.0,49.31381194205506,0.0
1177759003,,9.0,90.5701661906568,0.0
1177759004,,9.0,102.67139035994111,0.0
1177759005,,8.0,104.6217948562273,0.0
1177759006,,8.0,120.41449553839584,0.0
1177759007,,8.0,120.41449553839584,0.0
1177759008,,8.0,50.891933442822754,0.0
1177759009,,9.0,65.97031773541504,0.0
1177759010,,9.0,49.31381194205506,0.0
1308278867,Rickenbacker Causeway,8.0,57.058978237800055,0.0
1309211223,Rickenbacker Causeway,0.0,67.92924464194864,0.0
1309211224,Mast Academy Drive,0.0,67.92924464194864,0.0
1309211225,Rickenbacker Causeway,8.0,67.28446054010065,0.0
1350813634,Rickenbacker Causeway,8.0,46.59917956358823,0.0
1357107740,,0.0,8.603403411442242,0.0
1386915946,,8.0,38.930350010313866,0.0
1387114460,,7.0,13.372295906936763,0.0
1387114461,,7.0,32.5617594050764,0.0
1387114462,,0.0,12.616915814940716,0.0
1387114463,,0.0,25.157549897319036,0.0
1387114464,,0.0,13.248061027174684,0.0
1387114465,,8.0,54.78526896871133,0.0
1387114468,Rickenbacker Trail,0.0,54.30243054903469,0.0
1387114469,Rickenbacker Trail,8.0,29.21478811856254,0.0
1387114473,,8.0,31.32890896636402,0.0
1387114479,Rickenbacker Trail,0.0,26.805180201319157,0.0
1387114480,Rickenbacker Trail,0.0,28.93623841691168,0.0
1387114481,Rickenbacker Trail,0.0,28.10407150227247,0.0
1387114482,Rickenbacker Trail,0.0,27.98246406348049,0.0
1387114483,,8.0,79.38829452227222,0.0
117933940,,7.0,99.64960381071728,0.0
564738315,,7.0,59.96490879415392,0.0
758621112,,7.0,88.034773649666,0.0
779847518,,7.0,116.2395873751456,0.0
845902664,,7.0,86.27153988851295,0.0
1177758993,,7.0,86.27153988851295,0.0
1177758995,,7.0,119.84208532135364,0.0
1387114457,,0.0,20.529711489511943,0.0
1387114458,,0.0,16.56849212137757,0.0
1387114459,,0.0,7.63690101986699,0.0
11105615,,7.0,304.15672465882807,0.0
42690352,Rickenbacker Causeway,12.0,268.16909998035334,0.0
135234442,Rickenbacker Causeway,9.0,331.5095918223282,0.0
180782227,Rickenbacker Trail,8.0,237.3125542959334,0.0
734274454,,9.0,32.74988760034573,0.0
734274460,,9.0,441.78575470143113,0.0
734274466,,13.0,366.631545494113,0.0
734274469,,6.0,116.81822560758656,0.0
734274470,,7.0,395.6173940910444,0.0
300020267,,9.0,203.3977484582057,0.0
300020268,,9.0,214.4418478993428,0.0
300020269,,9.0,226.93428085168568,0.0
300020270,,7.0,241.133427731949,0.0
300034574,,8.0,127.09270566824968,0.0
480678164,,9.0,228.53810165660337,0.0
480678165,,9.0,171.84037392082968,0.0
734274462,,9.0,218.1428655474912,0.0
734274463,,8.0,57.82345354983744,0.0
734274471,,7.0,314.5465040833607,0.0
734274475,,8.0,75.10737275952964,0.0
734274476,,5.0,137.4449833291209,0.0
734274477,,8.0,129.44628429180213,0.0
734274479,,7.0,235.7544775123073,0.0
734274480,,9.0,238.63361122123783,0.0
734274481,,9.0,249.15368290908103,0.0
734274482,,9.0,299.59131949936176,0.0
734274483,,9.0,298.1521499425044,0.0
766590916,,9.0,203.3977484582057,0.0
1065114857,,7.0,277.9317008446108,0.0
1164019710,,8.0,134.382670428724,0.0
11104289,,0.0,96.84892556981028,0.0
11106293,,7.0,282.52392399791773,0.0
300022757,,9.0,356.1925025652521,0.0
300022761,,8.0,392.0524002637323,0.0
300188402,,10.0,157.47424431016947,0.0
300188403,,10.0,211.75106338771545,0.0
480678159,,7.0,251.2706712777301,0.0
734274464,,8.0,486.0031084006155,0.0
734274467,,8.0,377.39971811272704,0.0
734274468,,8.0,434.82359552462896,0.0
734274472,,8.0,446.8596715369778,0.0
734274473,,8.0,434.4916046560308,0.0
734274474,,8.0,488.50978648157263,0.0
734274478,,7.0,424.58885866006034,0.0
800897037,,8.0,419.697134659946,0.0
800897041,,7.0,311.1881345518035,0.0
800897042,,7.0,310.4361795516151,0.0
1308396362,Rickenbacker Causeway,7.0,324.7041146192098,0.0
1308396363,Rickenbacker Causeway,8.0,331.0681686205337,0.0
1382733107,Rickenbacker Causeway,7.0,329.3649678476556,0.0
1382733108,Rickenbacker Causeway,7.0,330.17297308076274,0.0
300007183,,8.0,120.22429863046916,0.0
381778942,,6.0,44.52659511026256,0.0
381778961,,6.0,1.947145431510728,0.0
381778962,,6.0,38.60364008464608,0.0
11104718,,7.0,112.64394402949874,0.0
11114630,,7.0,33.83681439350491,0.0
118012055,,6.0,103.21138869667072,0.0
118012057,,6.0,118.71968606097336,0.0
118012069,,7.0,14.276971970094143,0.0
118012071,,6.0,145.31019011356886,0.0
118012075,,8.0,71.02130870571497,0.0
135234441,Rickenbacker Causeway,6.0,161.84472630826212,0.0
135234455,,6.0,164.69056590992113,0.0
308482832,,7.0,121.0053158583234,0.0
308482833,,7.0,104.82749628068892,0.0
308482834,,7.0,101.50849294901457,0.0
308482835,,8.0,130.965770612455,0.0
308482836,,8.0,147.20174805668296,0.0
308482837,,8.0,147.22458646865636,0.0
308482839,,7.0,93.8965324336718,0.0
308482845,,7.0,17.651187266406033,0.0
336286090,,7.0,0.1868110817005923,0.0
336286094,,7.0,0.1868124944091231,0.0
336286098,,7.0,0.1867923710546371,0.0
336286115,,7.0,0.1868801280936026,0.0
336286117,,7.0,0.1868238712349544,0.0
336286119,,7.0,0.1868859898461981,0.0
336286120,,7.0,0.2332727797826257,0.0
381778941,,8.0,14.05172099945668,0.0
381778945,,7.0,15.518096232620492,0.0
381778946,,7.0,47.75613699056802,0.0
381778948,,7.0,47.08816615660873,0.0
381778949,,8.0,113.60719069924356,0.0
381778950,,7.0,47.08816615660873,0.0
381778952,,7.0,112.83057693750196,0.0
381778953,,8.0,1.7145436833194738,0.0
381778954,,8.0,161.106477352538,0.0
381778955,,8.0,47.29486909422749,0.0
381778958,,7.0,44.73706907573802,0.0
381778959,,6.0,120.34006216216612,0.0
381778960,,7.0,11.6019484886432,0.0
381778963,,8.0,108.21668824176515,0.0
381778964,,8.0,50.80025773476864,0.0
381778965,,8.0,113.40514929115308,0.0
381778966,,8.0,137.28535470184485,0.0
381778967,,8.0,82.05721749873884,0.0
381778972,,8.0,44.919961113945895,0.0
381778974,,7.0,28.262343159028923,0.0
564650154,,8.0,113.920075164751,0.0
564650156,,8.0,115.20338639195003,0.0
564650158,,7.0,46.512344727156645,0.0
564650159,,8.0,15.579822673851933,0.0
801311613,,7.0,32.28396842970609,0.0
801311614,,7.0,111.24721591627372,0.0
801311615,,6.0,133.0192695531896,0.0
801311616,,6.0,119.2681536532084,0.0
801311617,,6.0,153.32026753728462,0.0
847017617,,8.0,196.40298948505907,0.0
1387578985,,8.0,44.08077155550625,0.0
1387578986,,8.0,32.858081764249384,0.0
1387578987,,8.0,61.48948243014814,0.0
1387578988,,6.0,88.88612518466803,0.0
1387578989,,6.0,91.4369023266865,0.0
11115023,,6.0,16.329866637269213,0.0
11129363,Rickenbacker Causeway,9.0,28.489279820253447,0.0
11129367,Rickenbacker Causeway,8.0,59.51041911714213,0.0
42690329,Rickenbacker Causeway,0.0,8.980631049967663,0.0
42690345,Rickenbacker Causeway,9.0,92.11435903580772,0.0
117933929,,9.0,30.38110311251468,0.0
118012060,,6.0,105.579345343761,0.0
134407966,Rickenbacker Causeway,9.0,29.31300021832349,0.0
135234443,,8.0,43.15859885880874,0.0
321134469,Rickenbacker Trail,6.0,218.44941733306035,0.0
381778939,,6.0,41.40681759876035,0.0
381778940,,8.0,35.39057674610587,0.0
381778951,,8.0,1.3271545307897816,0.0
523036725,Rickenbacker Trail,0.0,9.389880516757,0.0
564650162,,8.0,44.08077155550625,0.0
758621079,Rickenbacker Trail,9.0,108.97192208265976,0.0
801311619,Rickenbacker Causeway,6.0,105.579345343761,0.0
1357107749,,9.0,81.88007830774393,0.0
564650138,Pump House,9.0,63.99392155009923,0.0
564650140,,9.0,52.60397201073129,0.0
564650142,,10.0,97.2836605824722,0.0
118012061,,0.0,31.30060202905652,0.0
381778943,,8.0,57.03871481218168,0.0
381778947,,8.0,12.754083779124446,0.0
381778957,,6.0,6.819368296871173,0.0
564650144,,8.0,13.326737959416628,0.0
564650146,,8.0,24.737596685795207,0.0
564650149,,0.0,36.54719512788299,0.0
564650151,,8.0,24.375073965092824,0.0
1387578990,,6.0,114.22740959824556,0.0
1387578991,,6.0,109.57174760822662,0.0
355520439,,7.0,162.63776843372543,0.0
758621120,,7.0,142.56019265928165,0.0
809348944,,7.0,51.383320497133,0.0
300007182,,7.0,93.77805778962498,0.0
11114195,,0.0,135.855722602014,0.0
118004199,,10.0,236.45400915337805,0.0
118004200,,10.0,195.63204857739453,0.0
118022743,,11.0,218.1824414620912,0.0
118022744,,10.0,282.8832216621795,0.0
118022745,,10.0,344.64471064874897,0.0
118022747,,6.0,129.22944151641693,0.0
118022751,,10.0,287.6815537161317,0.0
118022756,,10.0,154.05163135450675,0.0
118022757,,10.0,106.71138804414169,0.0
118022758,,10.0,287.5370829679412,0.0
118022759,,10.0,126.11038373266116,0.0
118022762,,0.0,23.902798729260848,0.0
118022764,,13.0,206.1320628222359,0.0
118022765,,10.0,189.91197094180384,0.0
118022766,,10.0,260.667074327463,0.0
118022769,NOAA AOML Access Road,10.0,259.34224596728694,0.0
118022777,,10.0,107.33557607582392,0.0
118022778,,10.0,279.5999132519987,0.0
118022779,,11.0,213.82520109570171,0.0
480678168,,10.0,180.93256649947804,0.0
480678169,,8.0,188.22287043978,0.0
523036735,Virginia Beach Drive,10.0,206.3442165427701,0.0
523036736,Virginia Beach Drive,10.0,203.8647508405494,0.0
523036737,Rickenbacker Causeway,10.0,193.7520887312776,0.0
564726451,,8.0,188.22287043978,0.0
564726452,,8.0,258.22864818411864,0.0
564727933,,10.0,74.03613851090874,0.0
564727935,,6.0,73.67205002317067,0.0
564732379,,13.0,209.2191866069465,0.0
564732381,,13.0,221.99045030204843,0.0
564732382,,11.0,234.60089371221895,0.0
564732383,,11.0,228.64887239599184,0.0
564732384,,11.0,240.5819606689008,0.0
564732385,,11.0,229.961278827299,0.0
564732386,,11.0,233.9377740577381,0.0
617983460,Arthur Lamb Jr Road,15.0,153.1057432536089,0.0
617983461,Arthur Lamb Jr Road,15.0,143.70685471803162,0.0
617983462,,15.0,154.8645639798322,0.0
617983463,,15.0,153.48585586422956,0.0
617983464,,15.0,160.33602550126858,0.0
617983474,,11.0,199.44825708849388,0.0
617983477,,11.0,331.065738067065,0.0
617983526,,6.0,126.88112678438736,0.0
617983605,,0.0,9.630586500264275,0.0
738507113,,11.0,360.15542347883195,0.0
758621080,Rickenbacker Trail,10.0,164.19729025375358,0.0
758621081,Rickenbacker Trail,10.0,237.3928242627252,0.0
758621082,,10.0,201.15211133692003,0.0
758621083,,10.0,231.7961960237332,0.0
758621084,,10.0,219.5013059294376,0.0
758621085,,10.0,193.97575440400303,0.0
758621086,,10.0,171.32628000349422,0.0
758621087,,10.0,207.46648112378065,0.0
758621088,,10.0,187.3937396916138,0.0
758621089,,10.0,199.33931954978476,0.0
758621090,,10.0,196.85113250085496,0.0
758621091,,10.0,228.7977978952664,0.0
758621092,,10.0,221.2584196483584,0.0
758621093,,10.0,216.8372549048005,0.0
758621094,,10.0,207.59483605093084,0.0
801315870,Rickenbacker Causeway,10.0,224.177981329844,0.0
828238159,NOAA,10.0,243.92509138931308,0.0
828238160,NOAA,10.0,245.45267538657043,0.0
828238161,NOAA,10.0,236.89776438396083,0.0
828526714,NOAA,10.0,247.71501813971,0.0
828526716,NOAA,10.0,328.11427641524665,0.0
828526717,NOAA,9.0,291.459171878861,0.0
828526721,,10.0,262.59805187964747,0.0
828528785,NOAA,9.0,63.74861498632021,0.0
828528790,,9.0,54.093937289495166,0.0
828528793,,0.0,30.468737820735715,0.0
828528794,,6.0,69.42113089565538,0.0
1009908619,Rickenbacker Causeway,10.0,172.97477413947155,0.0
1034061667,Rickenbacker Causeway,10.0,180.1582635392212,0.0
1086645188,Rickenbacker Causeway,8.0,271.1671431066385,0.0
1086645189,Rickenbacker Causeway,10.0,207.59483605093084,0.0
1086645191,Rickenbacker Causeway,8.0,248.9614335882128,0.0
1155370839,Virginia Beach Drive,10.0,171.44553511482837,0.0
1155370840,Virginia Beach Drive,6.0,146.90558413475594,0.0
1155370841,,6.0,137.374230418585,0.0
1159900473,,10.0,164.71267330428603,0.0
1357107750,,10.0,192.82149648252133,0.0
1357107751,,10.0,183.01640583104088,0.0
1357107752,,8.0,201.8548032462473,0.0
1357107753,,10.0,182.15715140659637,0.0
1357107754,,10.0,180.93256649947804,0.0
1357107755,,8.0,180.42887130385904,0.0
1357107756,,8.0,180.07601809618126,0.0
1357107757,,10.0,167.2094467609953,0.0
1387114453,,9.0,169.40300654694843,0.0
11112405,,11.0,98.75822952751722,0.0
11112407,,11.0,205.67249827270328,0.0
11114812,,11.0,188.79525324041973,0.0
118022767,,10.0,60.96964103248872,0.0
118022768,,0.0,50.843825977866594,0.0
118022771,,10.0,82.52530551227629,0.0
118022774,,10.0,63.82702812579279,0.0
381666706,,10.0,156.25452734023312,0.0
564732377,,0.0,75.2837576974799,0.0
564732388,,11.0,103.52975461498848,0.0
617983302,,10.0,108.22967035148208,0.0
617983303,,11.0,108.82692334204768,0.0
617983304,,11.0,153.63286804772625,0.0
617983310,,0.0,56.385002827155326,0.0
617983319,,11.0,182.4948493302605,0.0
617983322,,10.0,66.47277079630403,0.0
617983497,,11.0,141.45443290449663,0.0
617983533,,0.0,16.749777878952823,0.0
617983534,,0.0,11.64536252196333,0.0
617983543,,0.0,63.23007842805804,0.0
617983544,,8.0,39.97068348999245,0.0
617983545,,8.0,57.240550852153945,0.0
617983561,,0.0,32.86283643492447,0.0
617983562,,0.0,47.68036663324473,0.0
617983580,,0.0,9.181384856008016,0.0
771516115,,8.0,162.36377272224323,0.0
11106891,,12.0,479.7585796652946,0.0
11112409,,10.0,178.45786550536303,0.0
11146052,Arthur Lamb Jr Road,7.0,166.32782893538595,0.0
11154104,Virginia Beach Drive,11.0,234.60089371221895,0.0
118022727,,11.0,132.45429447132582,0.0
118022728,,11.0,166.41640842237285,0.0
118022736,,11.0,179.26919274468202,0.0
118022737,,0.0,39.69893048348705,0.0
118022748,,11.0,110.7342180252012,0.0
118022749,,11.0,152.2466953407851,0.0
118022753,,9.0,33.494034465409506,0.0
118022755,,11.0,187.49983485058328,0.0
118022760,,11.0,199.2689802872569,0.0
118022761,,11.0,180.9738192064864,0.0
118022770,,10.0,357.3396633046706,0.0
118022775,WASD Access Road,13.0,427.7775131025008,0.0
381666838,,8.0,265.492024520946,0.0
523036742,,0.0,50.05831282633435,0.0
564732378,,11.0,173.96317845946746,0.0
564732380,,0.0,153.51961956755656,0.0
564732387,,11.0,176.90295421898867,0.0
564743989,,10.0,319.1661032668925,0.0
564743990,,10.0,335.2865407171742,0.0
617983402,,10.0,322.9596430670548,0.0
617983403,,10.0,391.19096626396737,0.0
617983441,,13.0,473.27666660771854,0.0
617983442,,13.0,448.7832589005515,0.0
617983454,,12.0,499.1708663563609,0.0
617983455,,14.0,422.4404209381103,0.0
617983456,,13.0,500.8046020519509,0.0
617983479,,11.0,187.49983485058328,0.0
617983482,,11.0,146.69211841245416,0.0
617983484,,0.0,122.51164367611568,0.0
617983490,,0.0,67.93784442704893,0.0
617983585,,13.0,282.43518048680824,0.0
617983604,,0.0,47.68643429362835,0.0
617983404,,13.0,412.7684690839227,0.0
617983405,,13.0,426.74730986545694,0.0
617983408,,10.0,345.3919076498134,0.0
617983457,,14.0,503.2601822044415,0.0
617983589,,10.0,398.7857739277474,0.0
118022754,,13.0,115.144757998089,0.0
617983415,,13.0,392.29886339057725,0.0
617983568,,0.0,14.925665964597188,0.0
617983570,,0.0,7.131316618265041,0.0
1173891000,,11.0,311.69070233436844,0.0
118022763,,12.0,325.3641343096161,0.0
564734396,,16.0,195.61474233257127,0.0
564734397,,16.0,185.9044995756357,0.0
564734398,,16.0,185.7451187348645,0.0
564734399,,16.0,191.9798063958725,0.0
564734400,,16.0,183.3632171114969,0.0
564734401,,16.0,163.96870121220763,0.0
564734402,,16.0,171.6504856322404,0.0
564734403,,16.0,161.5254754566747,0.0
564734404,,7.0,154.90955826780342,0.0
564734405,,7.0,166.32782893538595,0.0
564734406,,7.0,155.0953490558175,0.0
564734407,,7.0,139.582537585012,0.0
564734408,,7.0,148.63758592706694,0.0
564734409,,13.0,133.69906742041152,0.0
564734410,,7.0,135.09979645271034,0.0
564734411,,13.0,138.92239388124673,0.0
564734412,,13.0,145.23831889437187,0.0
564734413,,13.0,133.0021899549761,0.0
564734414,,13.0,160.6911357585783,0.0
564734415,,13.0,156.58574088218063,0.0
564734416,,13.0,152.8181543127543,0.0
564734417,,13.0,162.54687421151527,0.0
564734418,,13.0,134.616229193326,0.0
564734419,,13.0,141.26209860088758,0.0
617983411,,11.0,268.0578394273563,0.0
617983414,,11.0,341.63899150116805,0.0
617983440,,13.0,423.1184376892206,0.0
617983443,,13.0,396.10223521261815,0.0
617983567,,7.0,47.98629775567211,0.0
617983569,,0.0,28.466221530157856,0.0
617983571,,13.0,147.5068206143963,0.0
617983584,,12.0,241.44447430876363,0.0
812704725,,11.0,353.9461792383584,0.0
1173890999,,11.0,285.60850974039295,0.0
11107086,,10.0,449.5254480751733,0.0
11115043,,10.0,404.6858241591691,0.0
564743986,,10.0,247.8053955085555,0.0
564743991,,10.0,273.83248179442563,0.0
617983400,,10.0,224.99286282786056,0.0
617983401,,10.0,214.38572818773577,0.0
617983406,,10.0,335.2865407171742,0.0
617983407,,10.0,295.0498671075869,0.0
771516723,,11.0,219.5116087502712,0.0
897385839,,10.0,328.2270478416524,0.0
1173889688,,10.0,210.6456789801333,0.0
1173889689,,10.0,229.37581248074264,0.0
617983398,,12.0,326.056880282076,0.0
